konfiguracija_1,konfiguracija_2,macro_f1_1,macro_f1_2,razlika,p,p_holm,znacajno_p_holm_0.05
lower | TFIDF_1-3 | MultinomialNB,lower+lemma | TF | LogisticRegression (GridSearch),0.628307,0.597412,0.030895,0.005859,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+lemma | BOW | LinearSVM,0.628307,0.595427,0.032881,0.005859,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | LOG_TF | LinearSVM,0.628307,0.593330,0.034978,0.003906,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | BOW | LinearSVM,0.628307,0.592255,0.036052,0.003906,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | IDF | LinearSVM,0.628307,0.592103,0.036205,0.027344,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | IDF | LinearSVM (GridSearch),0.628307,0.591765,0.036542,0.003906,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+stem | IDF | LinearSVM (GridSearch),0.628307,0.588896,0.039412,0.019531,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+stem | TF | LinearSVM,0.628307,0.588850,0.039458,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+stem | IDF | LinearSVM,0.628307,0.584855,0.043452,0.005859,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+lemma | IDF | LinearSVM (GridSearch),0.628307,0.583939,0.044368,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+lemma | TF | LinearSVM,0.628307,0.583702,0.044606,0.003906,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+lemma | IDF | LinearSVM,0.628307,0.581114,0.047193,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | TF | LogisticRegression (GridSearch),0.628307,0.570856,0.057451,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | TF | LinearSVM,0.628307,0.548504,0.079804,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+lemma | TF | LogisticRegression,0.628307,0.521069,0.107238,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower+stem | TF | LogisticRegression,0.628307,0.513118,0.115189,0.001953,1.000000,False
lower | TFIDF_1-3 | MultinomialNB,lower | TF | LogisticRegression,0.628307,0.483663,0.144644,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | TF_IDF | LogisticRegression,0.628153,0.627062,0.001090,1.000000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | CHAR_3-5 | MultinomialNB,0.628153,0.626711,0.001442,0.845703,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | LOG_TF | MultinomialNB,0.628153,0.626501,0.001652,0.921875,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | TF | MultinomialNB,0.628153,0.626118,0.002035,0.625000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF_IDF | LogisticRegression (GridSearch),0.628153,0.626094,0.002059,0.625000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | LOG_TF | LinearSVM (GridSearch),0.628153,0.625753,0.002400,0.769531,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | TF_IDF | MultinomialNB,0.628153,0.625606,0.002547,0.921875,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | TF_IDF | MultinomialNB,0.628153,0.625599,0.002554,0.695312,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | TFIDF_1-3 | MultinomialNB,0.628153,0.625301,0.002851,0.492188,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TFIDF_1-3 | LogisticRegression,0.628153,0.625110,0.003043,0.769531,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | BOW | LogisticRegression (GridSearch),0.628153,0.624807,0.003345,0.625000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | LOG_TF | LogisticRegression (GridSearch),0.628153,0.624751,0.003401,0.845703,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | IDF | LogisticRegression (GridSearch),0.628153,0.624537,0.003616,0.769531,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | IDF | MultinomialNB,0.628153,0.624383,0.003770,0.845703,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | BOW | MultinomialNB,0.628153,0.624367,0.003786,0.695312,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | TF | MultinomialNB,0.628153,0.623511,0.004642,0.322266,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | IDF | MultinomialNB,0.628153,0.623092,0.005061,0.556641,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | LOG_TF | LogisticRegression,0.628153,0.622902,0.005251,0.556641,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TFIDF_1-3 | LinearSVM,0.628153,0.622809,0.005343,0.625000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | CHAR_3-5 | MultinomialNB,0.628153,0.622784,0.005368,0.431641,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | IDF | LogisticRegression (GridSearch),0.628153,0.622428,0.005725,0.375000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | BOW | LogisticRegression,0.628153,0.621944,0.006209,0.492188,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TFIDF_1-3 | LinearSVM (GridSearch),0.628153,0.621595,0.006557,0.556641,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TFIDF_1-3 | LogisticRegression (GridSearch),0.628153,0.621420,0.006733,0.492188,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | BOW | LogisticRegression (GridSearch),0.628153,0.621392,0.006761,0.556641,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | BOW | LinearSVM (GridSearch),0.628153,0.620080,0.008073,0.322266,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | LOG_TF | LinearSVM (GridSearch),0.628153,0.619755,0.008398,0.375000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | IDF | LogisticRegression,0.628153,0.618513,0.009640,0.625000,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | BOW | LogisticRegression,0.628153,0.618060,0.010093,0.322266,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | BOW | LinearSVM (GridSearch),0.628153,0.617697,0.010456,0.492188,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | IDF | LogisticRegression (GridSearch),0.628153,0.616655,0.011498,0.492188,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | BOW | MultinomialNB,0.628153,0.616491,0.011662,0.232422,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | IDF | LogisticRegression,0.628153,0.616058,0.012095,0.160156,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF | MultinomialNB,0.628153,0.615590,0.012563,0.130859,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | LOG_TF | MultinomialNB,0.628153,0.615083,0.013070,0.160156,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF_IDF | LogisticRegression,0.628153,0.613993,0.014159,0.232422,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF | LinearSVM (GridSearch),0.628153,0.612709,0.015444,0.130859,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF_IDF | MultinomialNB,0.628153,0.612415,0.015738,0.048828,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | IDF | LogisticRegression,0.628153,0.612369,0.015783,0.193359,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | BOW | LinearSVM,0.628153,0.609117,0.019036,0.193359,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | LOG_TF | LogisticRegression (GridSearch),0.628153,0.608969,0.019184,0.160156,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | LOG_TF | LogisticRegression,0.628153,0.608067,0.020086,0.160156,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | LOG_TF | LinearSVM,0.628153,0.607974,0.020179,0.083984,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | BOW | LogisticRegression (GridSearch),0.628153,0.607929,0.020223,0.027344,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | LOG_TF | LinearSVM (GridSearch),0.628153,0.607741,0.020412,0.105469,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | BOW | LogisticRegression,0.628153,0.607480,0.020673,0.064453,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | IDF | MultinomialNB,0.628153,0.607385,0.020768,0.027344,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | LOG_TF | LinearSVM,0.628153,0.606124,0.022029,0.064453,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | BOW | LinearSVM (GridSearch),0.628153,0.602642,0.025511,0.037109,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | TF | LogisticRegression (GridSearch),0.628153,0.602199,0.025954,0.013672,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | TF | LogisticRegression (GridSearch),0.628153,0.597412,0.030741,0.005859,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | BOW | LinearSVM,0.628153,0.595427,0.032726,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | LOG_TF | LinearSVM,0.628153,0.593330,0.034823,0.037109,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | BOW | LinearSVM,0.628153,0.592255,0.035897,0.009766,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | IDF | LinearSVM,0.628153,0.592103,0.036050,0.027344,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | IDF | LinearSVM (GridSearch),0.628153,0.591765,0.036388,0.019531,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | IDF | LinearSVM (GridSearch),0.628153,0.588896,0.039257,0.019531,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | TF | LinearSVM,0.628153,0.588850,0.039303,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | IDF | LinearSVM,0.628153,0.584855,0.043298,0.005859,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | IDF | LinearSVM (GridSearch),0.628153,0.583939,0.044214,0.005859,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | TF | LinearSVM,0.628153,0.583702,0.044451,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | IDF | LinearSVM,0.628153,0.581114,0.047038,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF | LogisticRegression (GridSearch),0.628153,0.570856,0.057297,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF | LinearSVM,0.628153,0.548504,0.079649,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+lemma | TF | LogisticRegression,0.628153,0.521069,0.107084,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower+stem | TF | LogisticRegression,0.628153,0.513118,0.115035,0.001953,1.000000,False
lower+lemma | BOW | MultinomialNB,lower | TF | LogisticRegression,0.628153,0.483663,0.144490,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | CHAR_3-5 | MultinomialNB,0.627062,0.626711,0.000351,0.921875,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | LOG_TF | MultinomialNB,0.627062,0.626501,0.000561,1.000000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | TF | MultinomialNB,0.627062,0.626118,0.000945,0.921875,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF_IDF | LogisticRegression (GridSearch),0.627062,0.626094,0.000969,0.695312,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | LOG_TF | LinearSVM (GridSearch),0.627062,0.625753,0.001310,0.921875,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | TF_IDF | MultinomialNB,0.627062,0.625606,0.001457,1.000000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | TF_IDF | MultinomialNB,0.627062,0.625599,0.001463,0.921875,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | TFIDF_1-3 | MultinomialNB,0.627062,0.625301,0.001761,0.921875,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TFIDF_1-3 | LogisticRegression,0.627062,0.625110,0.001953,0.625000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | BOW | LogisticRegression (GridSearch),0.627062,0.624807,0.002255,0.556641,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | LOG_TF | LogisticRegression (GridSearch),0.627062,0.624751,0.002311,0.845703,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | IDF | LogisticRegression (GridSearch),0.627062,0.624537,0.002526,1.000000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | IDF | MultinomialNB,0.627062,0.624383,0.002680,0.845703,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | BOW | MultinomialNB,0.627062,0.624367,0.002695,1.000000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | TF | MultinomialNB,0.627062,0.623511,0.003552,0.695312,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | IDF | MultinomialNB,0.627062,0.623092,0.003971,0.695312,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | LOG_TF | LogisticRegression,0.627062,0.622902,0.004161,0.625000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TFIDF_1-3 | LinearSVM,0.627062,0.622809,0.004253,0.375000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | CHAR_3-5 | MultinomialNB,0.627062,0.622784,0.004278,0.695312,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | IDF | LogisticRegression (GridSearch),0.627062,0.622428,0.004635,0.695312,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | BOW | LogisticRegression,0.627062,0.621944,0.005118,0.625000,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TFIDF_1-3 | LinearSVM (GridSearch),0.627062,0.621595,0.005467,0.492188,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TFIDF_1-3 | LogisticRegression (GridSearch),0.627062,0.621420,0.005643,0.322266,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | BOW | LogisticRegression (GridSearch),0.627062,0.621392,0.005670,0.431641,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | BOW | LinearSVM (GridSearch),0.627062,0.620080,0.006982,0.322266,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | LOG_TF | LinearSVM (GridSearch),0.627062,0.619755,0.007308,0.492188,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | IDF | LogisticRegression,0.627062,0.618513,0.008550,0.492188,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | BOW | LogisticRegression,0.627062,0.618060,0.009003,0.431641,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | BOW | LinearSVM (GridSearch),0.627062,0.617697,0.009365,0.275391,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | IDF | LogisticRegression (GridSearch),0.627062,0.616655,0.010408,0.431641,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | BOW | MultinomialNB,0.627062,0.616491,0.010571,0.492188,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | IDF | LogisticRegression,0.627062,0.616058,0.011005,0.275391,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF | MultinomialNB,0.627062,0.615590,0.011472,0.232422,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | LOG_TF | MultinomialNB,0.627062,0.615083,0.011979,0.492188,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF_IDF | LogisticRegression,0.627062,0.613993,0.013069,0.064453,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF | LinearSVM (GridSearch),0.627062,0.612709,0.014354,0.130859,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF_IDF | MultinomialNB,0.627062,0.612415,0.014647,0.105469,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | IDF | LogisticRegression,0.627062,0.612369,0.014693,0.275391,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | BOW | LinearSVM,0.627062,0.609117,0.017945,0.193359,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | LOG_TF | LogisticRegression (GridSearch),0.627062,0.608969,0.018094,0.048828,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | LOG_TF | LogisticRegression,0.627062,0.608067,0.018995,0.005859,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | LOG_TF | LinearSVM,0.627062,0.607974,0.019088,0.027344,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | BOW | LogisticRegression (GridSearch),0.627062,0.607929,0.019133,0.005859,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | LOG_TF | LinearSVM (GridSearch),0.627062,0.607741,0.019322,0.013672,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | BOW | LogisticRegression,0.627062,0.607480,0.019583,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | IDF | MultinomialNB,0.627062,0.607385,0.019678,0.037109,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | LOG_TF | LinearSVM,0.627062,0.606124,0.020938,0.130859,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | BOW | LinearSVM (GridSearch),0.627062,0.602642,0.024420,0.009766,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | TF | LogisticRegression (GridSearch),0.627062,0.602199,0.024863,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | TF | LogisticRegression (GridSearch),0.627062,0.597412,0.029650,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | BOW | LinearSVM,0.627062,0.595427,0.031636,0.005859,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | LOG_TF | LinearSVM,0.627062,0.593330,0.033733,0.009766,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | BOW | LinearSVM,0.627062,0.592255,0.034807,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | IDF | LinearSVM,0.627062,0.592103,0.034960,0.009766,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | IDF | LinearSVM (GridSearch),0.627062,0.591765,0.035297,0.009766,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | IDF | LinearSVM (GridSearch),0.627062,0.588896,0.038167,0.013672,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | TF | LinearSVM,0.627062,0.588850,0.038213,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | IDF | LinearSVM,0.627062,0.584855,0.042207,0.003906,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | IDF | LinearSVM (GridSearch),0.627062,0.583939,0.043123,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | TF | LinearSVM,0.627062,0.583702,0.043360,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | IDF | LinearSVM,0.627062,0.581114,0.045948,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF | LogisticRegression (GridSearch),0.627062,0.570856,0.056206,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF | LinearSVM,0.627062,0.548504,0.078559,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+lemma | TF | LogisticRegression,0.627062,0.521069,0.105993,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower+stem | TF | LogisticRegression,0.627062,0.513118,0.113944,0.001953,1.000000,False
lower+lemma | TF_IDF | LogisticRegression,lower | TF | LogisticRegression,0.627062,0.483663,0.143399,0.001953,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | LOG_TF | MultinomialNB,0.626711,0.626501,0.000210,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | TF | MultinomialNB,0.626711,0.626118,0.000593,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TF_IDF | LogisticRegression (GridSearch),0.626711,0.626094,0.000617,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | LOG_TF | LinearSVM (GridSearch),0.626711,0.625753,0.000958,0.921875,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | TF_IDF | MultinomialNB,0.626711,0.625606,0.001106,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | TF_IDF | MultinomialNB,0.626711,0.625599,0.001112,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | TFIDF_1-3 | MultinomialNB,0.626711,0.625301,0.001410,0.845703,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TFIDF_1-3 | LogisticRegression,0.626711,0.625110,0.001602,0.769531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | BOW | LogisticRegression (GridSearch),0.626711,0.624807,0.001904,0.695312,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | LOG_TF | LogisticRegression (GridSearch),0.626711,0.624751,0.001960,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | IDF | LogisticRegression (GridSearch),0.626711,0.624537,0.002175,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | IDF | MultinomialNB,0.626711,0.624383,0.002328,0.375000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | BOW | MultinomialNB,0.626711,0.624367,0.002344,0.921875,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | TF | MultinomialNB,0.626711,0.623511,0.003200,1.000000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | IDF | MultinomialNB,0.626711,0.623092,0.003619,0.769531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | LOG_TF | LogisticRegression,0.626711,0.622902,0.003810,0.845703,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TFIDF_1-3 | LinearSVM,0.626711,0.622809,0.003902,0.769531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | CHAR_3-5 | MultinomialNB,0.626711,0.622784,0.003927,0.556641,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | IDF | LogisticRegression (GridSearch),0.626711,0.622428,0.004283,0.625000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | BOW | LogisticRegression,0.626711,0.621944,0.004767,0.769531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TFIDF_1-3 | LinearSVM (GridSearch),0.626711,0.621595,0.005116,0.695312,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TFIDF_1-3 | LogisticRegression (GridSearch),0.626711,0.621420,0.005292,0.625000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | BOW | LogisticRegression (GridSearch),0.626711,0.621392,0.005319,0.769531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | BOW | LinearSVM (GridSearch),0.626711,0.620080,0.006631,0.556641,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | LOG_TF | LinearSVM (GridSearch),0.626711,0.619755,0.006957,0.556641,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | IDF | LogisticRegression,0.626711,0.618513,0.008198,0.845703,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | BOW | LogisticRegression,0.626711,0.618060,0.008652,0.492188,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | BOW | LinearSVM (GridSearch),0.626711,0.617697,0.009014,0.769531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | IDF | LogisticRegression (GridSearch),0.626711,0.616655,0.010056,0.431641,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | BOW | MultinomialNB,0.626711,0.616491,0.010220,0.322266,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | IDF | LogisticRegression,0.626711,0.616058,0.010654,0.275391,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TF | MultinomialNB,0.626711,0.615590,0.011121,0.105469,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | LOG_TF | MultinomialNB,0.626711,0.615083,0.011628,0.322266,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TF_IDF | LogisticRegression,0.626711,0.613993,0.012718,0.048828,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TF | LinearSVM (GridSearch),0.626711,0.612709,0.014002,0.130859,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | TF_IDF | MultinomialNB,0.626711,0.612415,0.014296,0.083984,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | IDF | LogisticRegression,0.626711,0.612369,0.014342,0.375000,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | BOW | LinearSVM,0.626711,0.609117,0.017594,0.322266,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | LOG_TF | LogisticRegression (GridSearch),0.626711,0.608969,0.017743,0.160156,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | LOG_TF | LogisticRegression,0.626711,0.608067,0.018644,0.130859,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | LOG_TF | LinearSVM,0.626711,0.607974,0.018737,0.130859,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | BOW | LogisticRegression (GridSearch),0.626711,0.607929,0.018782,0.037109,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | LOG_TF | LinearSVM (GridSearch),0.626711,0.607741,0.018970,0.105469,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | BOW | LogisticRegression,0.626711,0.607480,0.019231,0.048828,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | IDF | MultinomialNB,0.626711,0.607385,0.019326,0.037109,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | LOG_TF | LinearSVM,0.626711,0.606124,0.020587,0.275391,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | BOW | LinearSVM (GridSearch),0.626711,0.602642,0.024069,0.019531,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | TF | LogisticRegression (GridSearch),0.626711,0.602199,0.024512,0.048828,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | TF | LogisticRegression (GridSearch),0.626711,0.597412,0.029299,0.009766,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+lemma | BOW | LinearSVM,0.626711,0.595427,0.031284,0.001953,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | LOG_TF | LinearSVM,0.626711,0.593330,0.033382,0.013672,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | BOW | LinearSVM,0.626711,0.592255,0.034456,0.009766,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | IDF | LinearSVM,0.626711,0.592103,0.034608,0.027344,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower | IDF | LinearSVM (GridSearch),0.626711,0.591765,0.034946,0.005859,1.000000,False
lower | CHAR_3-5 | MultinomialNB,lower+stem | IDF | LinearSVM (GridSearch),0.626711,0.588896,0.037816,0.009766,1.000000,False
